Date,sst,region
2012-06-17,28.634416423403074,pipa
2012-06-18,28.680064821521356,pipa
2012-06-19,28.825516194406028,pipa
2012-06-20,28.95781135913026,pipa
2012-06-21,29.08926362459121,pipa
2012-06-22,28.959462552036456,pipa
2012-06-23,28.908878499886598,pipa
2012-06-24,28.856610697745904,pipa
2012-06-25,28.764243175815597,pipa
2012-06-26,28.833081217122828,pipa
2012-06-27,28.95999429336496,pipa
2012-06-28,29.147629771076147,pipa
2012-06-29,29.233555818938726,pipa
2012-06-30,29.233896168506696,pipa
2012-07-01,29.170099500303614,pipa
2012-07-02,29.028241917429376,pipa
2012-07-03,29.090313572280355,pipa
2012-07-04,29.131505161578257,pipa
2012-07-05,29.084042272996637,pipa
2012-07-06,28.850837851086077,pipa
2012-07-07,28.89488656233768,pipa
2012-07-08,29.006071274408654,pipa
2012-07-09,28.921248070352583,pipa
2012-07-10,28.754354308875275,pipa
2012-07-11,28.838706861862843,pipa
2012-07-12,28.958675402208065,pipa
2012-07-13,28.958315591551305,pipa
2012-07-14,28.89489417118442,pipa
2012-07-15,28.900913281095654,pipa
2012-07-16,28.911253996473626,pipa
2012-07-17,28.80189511497405,pipa
2012-07-18,28.821700211438166,pipa
2012-07-19,28.80702581886559,pipa
2012-07-20,28.77332052998542,pipa
2012-07-21,28.580772590592844,pipa
2012-07-22,28.610304792841827,pipa
2012-07-23,28.606963265365877,pipa
2012-07-24,28.64521476701564,pipa
2012-07-25,28.6261805784187,pipa
2012-07-26,28.732181763642874,pipa
2012-07-27,28.654750993174,pipa
2012-07-28,28.67493163012226,pipa
2012-07-29,28.947626771434617,pipa
2012-07-30,28.95390882553062,pipa
2012-07-31,28.87143953527507,pipa
2012-08-01,28.872050291550522,pipa
2012-08-02,28.79338798533835,pipa
2012-08-03,28.669988586729886,pipa
2012-08-04,28.654192181909988,pipa
2012-08-05,28.677739806706033,pipa
2012-08-06,28.716765142702418,pipa
2012-08-07,28.796794114849668,pipa
2012-08-08,28.903590131911077,pipa
2012-08-09,29.129564466685675,pipa
2012-08-10,29.135788210677255,pipa
2012-08-11,29.053230613902254,pipa
2012-08-12,29.053398740150577,pipa
2012-08-13,28.948518689229815,pipa
2012-08-14,28.84159478501349,pipa
2012-08-15,28.905386258715446,pipa
2012-08-16,28.950604610668474,pipa
2012-08-17,28.841730793149132,pipa
2012-08-18,28.800082746208382,pipa
2012-08-19,28.794555211694195,pipa
2012-08-20,28.81770746910734,pipa
2012-08-21,28.91291857802362,pipa
2012-08-22,28.934733873268815,pipa
2012-08-23,28.93172142841465,pipa
2012-08-24,28.995085928754868,pipa
2012-08-25,28.817111272067493,pipa
2012-08-26,28.783126358069428,pipa
2012-08-27,28.705770651800186,pipa
2012-08-28,28.644160429607233,pipa
2012-08-29,28.80397745147531,pipa
2012-08-30,28.875092513333755,pipa
2012-08-31,28.892268314274645,pipa
2012-09-01,28.911476482078967,pipa
2012-09-02,28.753535553068065,pipa
2012-09-03,28.46134705852232,pipa
2012-09-04,28.548550295208642,pipa
2012-09-05,28.60374091876824,pipa
2012-09-06,28.595441861826245,pipa
2012-09-07,28.74390919134057,pipa
2012-09-08,28.7224065904319,pipa
2012-09-09,28.754996524805595,pipa
2012-09-10,28.661248216676555,pipa
2012-09-11,28.665228448307403,pipa
2012-09-12,28.806631841560403,pipa
2012-09-13,28.831028730712696,pipa
2012-09-14,28.762191567349287,pipa
2012-09-15,28.67813297922929,pipa
2012-09-16,28.55859258283765,pipa
2012-09-17,28.72211225975432,pipa
2012-09-18,28.848456647864033,pipa
2012-09-19,28.75822509017214,pipa
2012-09-20,28.834247419210875,pipa
2012-09-21,28.96815397671984,pipa
2012-09-22,28.955251713819568,pipa
2012-09-23,28.957820797026674,pipa
2012-09-24,29.148572463290982,pipa
2012-09-25,29.234001741255337,pipa
2012-09-26,29.27537894251661,pipa
2012-09-27,29.300711646656865,pipa
2012-09-28,29.116462617882263,pipa
2012-09-29,29.00022950915626,pipa
2012-09-30,28.77765896270932,pipa
2012-10-01,28.65667522661929,pipa
2012-10-02,28.871207758097185,pipa
2012-10-03,28.98824264904928,pipa
2012-10-04,29.032662437903745,pipa
2012-10-05,28.99932156888566,pipa
2012-10-06,28.98067038329568,pipa
2012-10-07,28.96430229070184,pipa
2012-10-08,29.00546732219808,pipa
2012-10-09,28.883185619279647,pipa
2012-10-10,29.022033756941266,pipa
2012-10-11,29.152919309643465,pipa
2012-10-12,29.09439754761018,pipa
2012-10-13,29.10733185546117,pipa
2012-10-14,29.099705230350544,pipa
2012-10-15,28.995172991520494,pipa
2012-10-16,28.84977268570341,pipa
2012-10-17,29.184790281161515,pipa
2012-10-18,29.33544171550233,pipa
2012-10-19,29.383880658165246,pipa
2012-10-20,29.45648595655641,pipa
2012-10-21,29.508437259937224,pipa
2012-10-22,29.47461725305997,pipa
2012-10-23,29.442226026645624,pipa
2012-10-24,29.348189533445996,pipa
2012-10-25,29.217488861087357,pipa
2012-10-26,29.143487851451912,pipa
2012-10-27,29.127458572024313,pipa
2012-10-28,29.21502308260722,pipa
2012-10-29,29.236185407109875,pipa
2012-10-30,29.140777346122068,pipa
2012-10-31,29.20789600755031,pipa
2012-11-01,29.195915000402405,pipa
2012-11-02,29.200018509982982,pipa
2012-11-03,29.155111754936602,pipa
2012-11-04,29.043639808900906,pipa
2012-11-05,29.06446514928704,pipa
2012-11-06,29.15821045777455,pipa
2012-11-07,29.264950359591175,pipa
2012-11-08,29.090580613536424,pipa
2012-11-09,29.04321181127131,pipa
2012-11-10,29.4445359700914,pipa
2012-11-11,29.47276559630682,pipa
2012-11-12,29.488515909074284,pipa
2012-11-13,29.705650080844006,pipa
2012-11-14,29.730682893995574,pipa
2012-11-15,29.65811710307793,pipa
2012-11-16,29.628908862111604,pipa
2012-11-17,29.56361383639515,pipa
2012-11-18,29.370687722686785,pipa
2012-11-19,29.055327363315108,pipa
2012-11-20,29.02760709085986,pipa
2012-11-21,28.9547552365693,pipa
2012-11-22,28.818440040092774,pipa
2012-11-23,28.812490580394037,pipa
2012-11-24,28.850939107277423,pipa
2012-11-25,28.92191742938038,pipa
2012-11-26,28.801171030779255,pipa
2012-11-27,28.882588397971958,pipa
2012-11-28,28.912564693487866,pipa
2012-11-29,28.808406897712196,pipa
2012-11-30,28.692498774536713,pipa
2012-12-01,28.656560801270093,pipa
2012-12-02,28.612627100663605,pipa
2012-12-03,28.45876173335383,pipa
2012-12-04,28.62754921972741,pipa
2012-12-05,28.639771734597606,pipa
2012-12-06,28.652893629785726,pipa
2012-12-07,28.81061990152398,pipa
2012-12-08,28.95976134559531,pipa
2012-12-09,29.025914268782515,pipa
2012-12-10,29.127959951127753,pipa
2012-12-11,29.099375635594775,pipa
2012-12-12,29.058658940760733,pipa
2012-12-13,29.045258225236488,pipa
2012-12-14,29.000703598838196,pipa
2012-12-15,28.70771207831263,pipa
2012-12-16,28.603081948742723,pipa
2012-12-17,28.709796682835467,pipa
2012-12-18,28.735748630041776,pipa
2012-12-19,28.8808257061961,pipa
2012-12-20,29.030227680106563,pipa
2012-12-21,29.04799272769841,pipa
2012-12-22,28.965142482971544,pipa
2012-12-23,28.950538691717316,pipa
2012-12-24,29.034351675043713,pipa
2012-12-25,29.053196520415856,pipa
2012-12-26,29.077892934746853,pipa
2012-12-27,28.748516055398245,pipa
2012-12-28,28.627600359956983,pipa
2012-12-29,28.67721128450502,pipa
2012-12-30,28.441623245026825,pipa
2012-12-31,28.402076629866194,pipa
2013-01-01,28.595391526378577,pipa
2013-01-02,28.741490675504632,pipa
2013-01-03,28.924523166743477,pipa
2013-01-04,28.807721735695004,pipa
2013-01-05,28.17711558862479,pipa
2013-01-06,28.05768866647645,pipa
2013-01-07,28.24140463700679,pipa
2013-01-08,28.167563266829095,pipa
2013-01-09,28.129101936597838,pipa
2013-01-10,28.102472289897086,pipa
2013-01-11,28.139044065465338,pipa
2013-01-12,28.28449887696349,pipa
2013-01-13,28.25961633853515,pipa
2013-01-14,28.21923136015453,pipa
2013-01-15,28.168630261261463,pipa
2013-01-16,28.18273003958064,pipa
2013-01-17,28.28308209506669,pipa
2013-01-18,28.604139797926592,pipa
2013-01-19,28.587101468361094,pipa
2013-01-20,28.486934512704604,pipa
2013-01-21,28.33419430360763,pipa
2013-01-22,28.810296086565298,pipa
2013-01-23,28.96074669124908,pipa
2013-01-24,28.96368129174807,pipa
2013-01-25,28.886058763708732,pipa
2013-01-26,28.792071069555092,pipa
2013-01-27,28.867427624503396,pipa
2013-01-28,28.968024772649102,pipa
2013-01-29,29.035505293269825,pipa
2013-01-30,29.172088116298305,pipa
2013-01-31,29.283218249526286,pipa
2013-02-01,29.207217795921927,pipa
2013-02-02,29.075225960799852,pipa
2013-02-03,29.00692668437186,pipa
2013-02-04,29.071312891873887,pipa
2013-02-05,29.011610514840907,pipa
2013-02-06,28.92395030837777,pipa
2013-02-07,28.700128545612802,pipa
2013-02-08,28.63842730990686,pipa
2013-02-09,28.70232172252582,pipa
2013-02-10,28.766206111952496,pipa
2013-02-11,28.746773629493067,pipa
2013-02-12,28.717062619345473,pipa
2013-02-13,28.68600667237331,pipa
2013-02-14,28.581659021238902,pipa
2013-02-15,28.541869800926218,pipa
2013-02-16,28.474876246497388,pipa
2013-02-17,28.478770659116346,pipa
2013-02-18,28.422294286780357,pipa
2013-02-19,28.484120775809735,pipa
2013-02-20,28.71935522340012,pipa
2013-02-21,28.82592846220819,pipa
2013-02-22,28.941782299188638,pipa
2013-02-23,28.831468800070272,pipa
2013-02-24,28.749648749295826,pipa
2013-02-25,28.729893256659572,pipa
2013-02-26,28.580719621313563,pipa
2013-02-27,28.325595502000997,pipa
2013-02-28,28.389317032842424,pipa
2013-03-01,28.459767125392347,pipa
2013-03-02,28.497423673756074,pipa
2013-03-03,28.508966294272142,pipa
2013-03-04,28.726129291865117,pipa
2013-03-05,28.807854890513067,pipa
2013-03-06,28.819029359905763,pipa
2013-03-07,28.714875222229526,pipa
2013-03-08,28.623600520913353,pipa
2013-03-09,28.239926179554168,pipa
2013-03-10,28.156700686991076,pipa
2013-03-11,28.210344446639304,pipa
2013-03-12,28.170020265870672,pipa
2013-03-13,28.141473482437465,pipa
2013-03-14,27.765208694570642,pipa
2013-03-15,27.719614070513536,pipa
2013-03-16,27.720519084304566,pipa
2013-03-17,27.722465485832195,pipa
2013-03-18,27.64947381898263,pipa
2013-03-19,27.70899877819481,pipa
2013-03-20,27.862834295413467,pipa
2013-03-21,27.870897624430263,pipa
2013-03-22,27.8502539452602,pipa
2013-03-23,27.873269389755887,pipa
2013-03-24,27.80674655955751,pipa
2013-03-25,27.80897097663934,pipa
2013-03-26,27.913676389894864,pipa
2013-03-27,28.15529795219595,pipa
2013-03-28,28.214160941741124,pipa
2013-03-29,28.29835195305927,pipa
2013-03-30,28.66967567290738,pipa
2013-03-31,28.968358683962126,pipa
2013-04-01,29.201677604383892,pipa
2013-04-02,29.13401644681487,pipa
2013-04-03,29.06689800487257,pipa
2013-04-04,29.239159734568297,pipa
2013-04-05,29.288190338227857,pipa
2013-04-06,29.263326236620504,pipa
2013-04-07,29.134965943094617,pipa
2013-04-08,29.0213311823709,pipa
2013-04-09,29.236129584513087,pipa
2013-04-10,29.165194647469,pipa
2013-04-11,28.994504949408476,pipa
2013-04-12,29.038633260902973,pipa
2013-04-13,28.99253915995405,pipa
2013-04-14,28.909658406678236,pipa
2013-04-15,28.863552234001308,pipa
2013-04-16,28.74762896629427,pipa
2013-04-17,28.385005816378055,pipa
2013-04-18,28.277405090611147,pipa
2013-04-19,28.539700474821316,pipa
2013-04-20,28.609267794824536,pipa
2013-04-21,28.510122107357883,pipa
2013-04-22,28.631062677875086,pipa
2013-04-23,28.718381656826388,pipa
2013-04-24,28.83066679835824,pipa
2013-04-25,28.77464673734113,pipa
2013-04-26,28.595174235274328,pipa
2013-04-27,28.48194888903523,pipa
2013-04-28,28.62947835502587,pipa
2013-04-29,28.74201634438811,pipa
2013-04-30,28.938609629580853,pipa
2013-05-01,29.03325651324597,pipa
2013-05-02,29.226113049903798,pipa
2013-05-03,29.365122436586876,pipa
2013-05-04,29.623328797290085,pipa
2013-05-05,29.579910010754805,pipa
2013-05-06,29.367278300885992,pipa
2013-05-07,29.215545459201245,pipa
2013-05-08,29.434840470285263,pipa
2013-05-09,29.539036895590527,pipa
2013-05-10,29.34399991220562,pipa
2013-05-11,29.224818302202912,pipa
2013-05-12,29.224058588119952,pipa
2013-05-13,29.20279376367214,pipa
2013-05-14,29.13308129028486,pipa
2013-05-15,28.992471777763136,pipa
2013-05-16,29.026319000899914,pipa
2013-05-17,29.050859287548565,pipa
2013-05-18,29.007597799287428,pipa
2013-05-19,28.89280100670896,pipa
2013-05-20,28.74894090706236,pipa
2013-05-21,28.660534887293963,pipa
2013-05-22,28.779422386105097,pipa
2013-05-23,28.721259337298733,pipa
2013-05-24,28.52834017397922,pipa
2013-05-25,28.803468975659044,pipa
2013-05-26,28.91719570100158,pipa
2013-05-27,29.0562543988645,pipa
2013-05-28,29.186707783703913,pipa
2013-05-29,29.142167862865186,pipa
2013-05-30,29.043402910383875,pipa
2013-05-31,29.048864599108917,pipa
2013-06-01,29.317472619126054,pipa
2013-06-02,29.392779789732472,pipa
2013-06-03,29.060777199798054,pipa
2013-06-04,28.733386741584546,pipa
2013-06-05,28.7754872222588,pipa
2013-06-06,28.981528500252438,pipa
2013-06-07,29.160950008413632,pipa
2013-06-08,29.125777455865038,pipa
2013-06-09,29.15608356562266,pipa
2013-06-10,29.052900507012577,pipa
2013-06-11,28.922638148123784,pipa
2013-06-12,28.847776460862004,pipa
2013-06-13,28.843986889371784,pipa
2013-06-14,28.902305626888516,pipa
2013-06-15,28.813822933356757,pipa
2013-06-16,28.759966491809557,pipa
2013-06-17,28.748412970157208,pipa
2013-06-18,28.603166597162787,pipa
2013-06-19,28.39793017419872,pipa
2013-06-20,28.540954471294917,pipa
2013-06-21,28.556582603542495,pipa
2013-06-22,28.63600425802773,pipa
2013-06-23,28.815168162829327,pipa
2013-06-24,28.909066087223703,pipa
2013-06-25,28.958062231586965,pipa
2013-06-26,28.93049625776431,pipa
2013-06-27,28.946568629602833,pipa
2013-06-28,28.91005333508922,pipa
2013-06-29,28.768618482181438,pipa
2013-06-30,28.653689046918785,pipa
2013-07-01,28.78381415391822,pipa
2013-07-02,28.82437347731616,pipa
2013-07-03,28.74829752054025,pipa
2013-07-04,28.963715970530362,pipa
2013-07-05,29.049244675636377,pipa
2013-07-06,28.979039456260093,pipa
2013-07-07,29.039337006065132,pipa
2013-07-08,28.767833819860588,pipa
2013-07-09,28.63808491180321,pipa
2013-07-10,28.855597184726733,pipa
2013-07-11,28.85527614992357,pipa
2013-07-12,28.80737063131481,pipa
2013-07-13,28.652094261905273,pipa
2013-07-14,28.57765259761639,pipa
2013-07-15,28.707799872698182,pipa
2013-07-16,28.685850032557106,pipa
2013-07-17,28.545909805901246,pipa
2013-07-18,28.561258678840844,pipa
2013-07-19,28.677551560911006,pipa
2013-07-20,28.631946986823493,pipa
2013-07-21,28.57645237520394,pipa
2013-07-22,28.572727186263087,pipa
2013-07-23,28.564503778816704,pipa
2013-07-24,28.64580694014618,pipa
2013-07-25,28.750026045667767,pipa
2013-07-26,28.74907025745704,pipa
2013-07-27,28.761868630334437,pipa
2013-07-28,28.741339376513544,pipa
2013-07-29,28.782668656672758,pipa
2013-07-30,28.835190769883614,pipa
2013-07-31,29.036944828544858,pipa
2013-08-01,29.09256688834749,pipa
2013-08-02,28.955857787727776,pipa
2013-08-03,28.955995624913125,pipa
2013-08-04,28.8777132489044,pipa
2013-08-05,28.78083419298669,pipa
2013-08-06,28.6005358383998,pipa
2013-08-07,28.764054125238676,pipa
2013-08-08,28.684210472406985,pipa
2013-08-09,28.68150274723264,pipa
2013-08-10,28.692129306497513,pipa
2013-08-11,28.638482620369768,pipa
2013-08-12,28.615729900572866,pipa
2013-08-13,28.80488926933124,pipa
2013-08-14,28.936002648463983,pipa
2013-08-15,28.911134449785248,pipa
2013-08-16,28.78868147465299,pipa
2013-08-17,28.677912981131524,pipa
2013-08-18,28.826113269389765,pipa
2013-08-19,28.823621591565882,pipa
2013-08-20,28.862113942480057,pipa
2013-08-21,28.896312782130938,pipa
2013-08-22,28.817900763079535,pipa
2013-08-23,28.797001894895523,pipa
2013-08-24,28.769993488583072,pipa
2013-08-25,28.668730346861,pipa
2013-08-26,28.744038614897246,pipa
2013-08-27,28.826360556909037,pipa
2013-08-28,28.90398725518168,pipa
2013-08-29,28.82130425875932,pipa
2013-08-30,28.85965072466949,pipa
2013-08-31,28.949692939136526,pipa
2013-09-01,28.982739916449024,pipa
2013-09-02,28.95869098571146,pipa
2013-09-03,28.923782694263362,pipa
2013-09-04,28.870103743698927,pipa
2013-09-05,28.902895019863486,pipa
2013-09-06,28.92359686281397,pipa
2013-09-07,28.91733734261029,pipa
2013-09-08,28.925563969184168,pipa
2013-09-09,28.952952598347984,pipa
2013-09-10,28.81350767835066,pipa
2013-09-11,28.681529890330186,pipa
2013-09-12,28.734733653782854,pipa
2013-09-13,28.714344212520952,pipa
2013-09-14,28.905852373740732,pipa
2013-09-15,28.843715604720384,pipa
2013-09-16,28.96166919075527,pipa
2013-09-17,28.982975132240284,pipa
2013-09-18,28.89187345902564,pipa
2013-09-19,28.812479898743792,pipa
2013-09-20,28.907125319169193,pipa
2013-09-21,28.798254135481365,pipa
2013-09-22,28.567856719562798,pipa
2013-09-23,28.532602445073618,pipa
2013-09-24,28.75226253447758,pipa
2013-09-25,28.862471997249106,pipa
2013-09-26,28.820579077134667,pipa
2013-09-27,28.84644483951921,pipa
2013-09-28,28.8792292384569,pipa
2013-09-29,28.7559198290936,pipa
2013-09-30,28.74103553477755,pipa
2013-10-01,28.74866311099407,pipa
2013-10-02,28.797802579691712,pipa
2013-10-03,28.74470424266369,pipa
2013-10-04,28.716910222924554,pipa
2013-10-05,28.84325870810563,pipa
2013-10-06,28.967068764952494,pipa
2013-10-07,29.06851598223627,pipa
2013-10-08,29.006718245868175,pipa
2013-10-09,29.091948962197215,pipa
2013-10-10,28.989476525976137,pipa
2013-10-11,29.043649758931245,pipa
2013-10-12,29.048374121141613,pipa
2013-10-13,28.90969074427689,pipa
2013-10-14,28.872955817475475,pipa
2013-10-15,28.967425941777687,pipa
2013-10-16,29.079162880533776,pipa
2013-10-17,29.102015832254175,pipa
2013-10-18,29.214465588258953,pipa
2013-10-19,29.026158190850367,pipa
2013-10-20,28.901838707081374,pipa
2013-10-21,28.83467578265038,pipa
2013-10-22,28.759162002589925,pipa
2013-10-23,28.724288755734072,pipa
2013-10-24,28.732673119554015,pipa
2013-10-25,28.953664318166847,pipa
2013-10-26,29.112136842182295,pipa
2013-10-27,29.089091693919524,pipa
2013-10-28,29.286424061514612,pipa
2013-10-29,29.144198912812865,pipa
2013-10-30,28.983603813202826,pipa
2013-10-31,29.168471353423648,pipa
2013-11-01,29.16479167123929,pipa
2013-11-02,29.09835275784109,pipa
2013-11-03,29.04405624693636,pipa
2013-11-04,29.054966455228488,pipa
2013-11-05,28.978385461249765,pipa
2013-11-06,28.99648076205526,pipa
2013-11-07,28.95607493250806,pipa
2013-11-08,29.066397137903035,pipa
2013-11-09,29.069481354667374,pipa
2013-11-10,29.06176415501563,pipa
2013-11-11,29.069415582040218,pipa
2013-11-12,28.993874293072317,pipa
2013-11-13,28.88330501964401,pipa
2013-11-14,28.813180351616513,pipa
2013-11-15,28.673496191918524,pipa
2013-11-16,28.288728810459236,pipa
2013-11-17,28.540528375876995,pipa
2013-11-18,28.931403539576976,pipa
2013-11-19,29.12270684723047,pipa
2013-11-20,29.137551268263042,pipa
2013-11-21,29.033112603615663,pipa
2013-11-22,28.9994081195174,pipa
2013-11-23,28.847420747276537,pipa
2013-11-24,28.826674421837428,pipa
2013-11-25,28.874957017332083,pipa
2013-11-26,28.733091313477193,pipa
2013-11-27,28.690775151262415,pipa
2013-11-28,28.89868718128809,pipa
2013-11-29,28.902840441020487,pipa
2013-11-30,28.78240117644479,pipa
2013-12-01,28.707267838721727,pipa
2013-12-02,28.602603469341492,pipa
2013-12-03,28.659753517262576,pipa
2013-12-04,28.803862294506274,pipa
2013-12-05,28.862633612080526,pipa
2013-12-06,28.493239832312714,pipa
2013-12-07,28.699148760270145,pipa
2013-12-08,28.78482744745139,pipa
2013-12-09,28.61497530782909,pipa
2013-12-10,28.590636436133273,pipa
2013-12-11,28.543290240922456,pipa
2013-12-12,28.5470558152806,pipa
2013-12-13,28.633270926157607,pipa
2013-12-14,28.572233928140303,pipa
2013-12-15,28.628765171967256,pipa
2013-12-16,28.688983999473255,pipa
2013-12-17,28.58416021012124,pipa
2013-12-18,28.448842284702582,pipa
2013-12-19,28.36534975088346,pipa
2013-12-20,28.272216515587207,pipa
2013-12-21,28.267292055339745,pipa
2013-12-22,28.25020214657271,pipa
2013-12-23,28.23939334079586,pipa
2013-12-24,28.119160319864214,pipa
2013-12-25,28.02221622293923,pipa
2013-12-26,28.04088386997653,pipa
2013-12-27,28.04184243834273,pipa
2013-12-28,28.28100444093269,pipa
2013-12-29,28.29756275469516,pipa
2013-12-30,28.300560493989757,pipa
2013-12-31,28.408145489929264,pipa
2014-01-01,28.50843850369105,pipa
2014-01-02,28.56211613733969,pipa
2014-01-03,28.551377201261325,pipa
2014-01-04,28.438396508709936,pipa
