mmsi
250000897
273841710
367185050
220315000
250002435
273891710
211406000
211815000
235096056
412415523
441868000
660003100
219004472
368412000
366851370
367411730
368446000
701000660
701006204
219002827
235004290
789885599
367154100
259178000
258397000
23361900
412348788
412349346
412348413
431395000
247149980
257599500
231835000
416002826
412327569
240427000
224120850
251043110
237190000
263432000
367059740
431704520
412420197
204259000
412672190
247070700
224033380
416004564
416000154
247047450
316007546
416199800
259263000
258324000
257452900
257855500
224544160
228972000
250000428
250513000
503610100
440968000
412464622
227636480
228228800
440933000
228166600
273891300
416458583
235023059
227317050
200000938
273433220
235084032
246214000
576363000
219220000
211287590
250000511
273424300
366408250
219013178
303686000
367408020
265502370
219108000
10421670
251066110
412420383
412420062
770576183
432503000
259284000
227317980
257647500
228113000
227118700
740337000
368572000
367490000
416137600
273845610
251422110
259516000
416233600
412441619
412441347
227336000
412432227
412433379
412432348
265765000
367436730
366208000
412413313
266180000
412411153
366542920
224017000
431535000
701006038
412327501
412327364
412323056
412691770
412326013
412321185
412327667
412325439
412327626
412325105
415000900
263234000
251326240
412420101
224254000
367524560
273440730
224380000
412480414
412464384
412464605
412464225
412462276
412470561
910060358
412470555
412469843
412444868
412451061
412450705
701006085
701000945
701000948
250494000
725000440
251283110
224176380
244780578
250113400
503125800
232006620
266048000
220213000
900401202
265588470
235072137
257714500
230995870
247101550
412251046
413705769
224168820
412884518
247151010
257172740
228178900
247122150
224176390
257157520
257436720
224045480
412477229
412452718
412470106
412470112
232005780
245234000
205162000
412442203
900022718
412442143
412450391
246570000
246095000
235026671
367375120
219001624
219007641
428150559
257502600
412675160
440103220
258358000
412270038
367119930
230941040
415877688
204813000
247302370
257160140
224066650
412286335
251559110
251115640
224140280
251830740
251402340
224299660
251562540
251412740
251166110
224014710
251538640
251315240
247092550
366900670
224503170
247065440
224021940
247063240
224192570
224015930
224032880
224005650
257671500
257027000
316002445
412470202
227301110
235081826
227317360
432443000
412433676
121000546
412436564
412436451
412411008
900201702
224820000
251007110
412326273
271072254
271072918
503667400
432558000
999721451
412477391
412446093
235011218
412441169
412441301
412441035
412441057
412449076
413202301
412422125
412428244
258542000
412365154
271072344
247306530
800000265
412324723
412283582
412283527
412420249
367036310
257810500
228254000
259312000
100901241
412431706
412433306
412431265
900019771
412433709
702011734
412450235
413768411
900000605
412435908
413433620
999000031
412437984
412411148
412436981
412417094
412413135
900040160
412438953
412438198
412435261
900007005
412417054
412438593
412435901
412436256
412437877
413574402
412426524
412438608
412438623
412439232
998711086
900300305
900268280
412370129
276785000
412321927
412706440
412321751
512003236
257136640
412323544
412205637
412205419
41232613
412881096
412286888
251563110
271062025
224102000
412480383
412463011
412447306
800000054
416003522
244221000
412349063
412378956
412819071
412200355
900022484
412474116
412460554
224618000
251336110
412431262
412412675
412437025
412412413
219007235
900403240
412421454
271062148
416003572
412469882
412449643
412441287
416900006
312740000
251360110
244245000
412415633
412425719
412425382
257492800
224045350
247141050
224073350
247141870
224209630
251292740
251569110
224176140
224137940
224020750
224101980
247052590
412477414
413000226
412464356
910040193
412431364
412431469
412436925
412286236
271062027
820080149
271073035
271073034
271072453
232003540
245366000
900306959
251471940
251225240
412213576
251796240
251218440
257126040
800000304
412123421
412439760
412200011
224040480
224073960
247092580
247150940
412441586
412327386
412324155
412324222
412324208
412324048
412207151
412451569
412417968
368251000
211351000
412413121
412438361
900268866
219005935
900264001
900900113
261004610
251539540
412286028
227650230
412450063
412433212
412452347
412451327
416002465
224125140
412213456
412324715
412411027
800000330
412436246
440005001
412349379
412324121
415001030
271072911
338108739
812041299
412452717
413200375
412000897
412327578
257192540
251751110
251396440
224021270
911021473
412323776
412211662
412444866
900000228
338119263
412000920
900012500
923999000
251352110
251140840
412437388
901401838
265623140
820080151
412214365
412202545
412419651
413500820
412433073
412349488
412452989
412452591
412452657
800023354
235008880
235054165
998508312
412420482
224215230
251518440
247101610
247081540
247084290
224048840
412445823
412450844
366951350
800000126
412432238
271072201
601015200
412460754
900403299
905103915
412348687
412444728
412444919
412203215
412348775
224062360
367321640
251166440
412436327
900000232
412364748
412321926
412005123
410015110
412214238
412322874
412328249
412323716
412001154
412441202
412365656
412328172
412568899
412252116
820080111
412035107
900408201
412441815
412431157
412418676
111009999
905101199
412364956
412213512
412885967
910060717
412320454
412200527
412200545
412201415
412247667
219793000
251375940
251146340
412449008
412418493
900306128
247111070
224237650
412207149
367151530
412417288
412437297
900268202
412328118
412328057
412205186
412349845
412448076
412416176
900301148
412348719
412445113
412449817
412417922
902900077
412412145
412412365
412441953
366946980
412464353
376394590
412480076
701000830
263249000
412446873
412445759
412452601
412446239
412446105
412286322
412286079
412212515
412451373
412349357
800010425
412000014
412432268
100702540
412201372
412368702
412201615
412413161
412205547
900412182
412321418
412205098
412213419
800010723
412418281
412416276
412060370
412206823
800024575
412701218
412441831
412430404
900019597
900077020
412435372
412435376
412410433
412417513
412437237
412410205
412411577
412436306
412410773
150201542
900020246
412437208
412438058
412410147
926302068
412303289
412364086
412322865
412324932
412205656
412213943
412213749
412327776
412320811
412326282
412286147
412205001
412213164
910060621
412448393
412431414
900208330
412325751
412201342
204283000
800000325
412433952
412430427
412432118
412410356
412410324
412417775
412436409
900242093
412421503
412413771
413421010
900306315
412327335
412327083
440214520
412212607
412204781
413061826
412412762
905101103
440132670
412322884
412325593
412476481
412365714
412436787
412441363
412432228
412418451
412416231
412435242
412417407
900402159
412435369
900403334
100702679
412327812
412001539
412412646
900219166
412413653
900261017
367088940
412431616
412322481
412349771
412323899
412445249
412446879
271072628
228260900
412444565
271072180
412435268
412441906
412432655
275247000
224032170
224090120
224092140
412214334
412888006
412452931
701000725
412431478
412438047
870008044
316009160
905106108
412469675
237345000
271062065
412452928
440108600
366952150
412433087
901408805
412328177
257044320
416457000
412444518
224177000
412415341
412010734
412478344
413900556
910060556
412432184
412480426
338662000
412056129
412435653
413787888
412364647
800003532
412327851
412356212
412320836
412460785
412325071
412444477
412442214
412323652
220085000
412452148
247144450
412446412
413504639
412470503
900204602
320700288
8070090
412441334
412417422
412436064
412436858
412432006
412350056
367470880
415000533
413335588
900234275
412422315
366941780
926000056
271072049
412432086
412480887
412446186
410089901
412436448
412411812
412800228
412365014
412364266
412447311
412445095
412451409
413243004
412422611
412323284
412213002
412411286
412411557
412447027
412283887
900411288
900411615
412324428
415098236
412320532
412437411
412425714
412320366
440208480
271072544
273334901
412421464
412444744
412445049
412444921
412424598
412452694
412437053
900016606
412438879
412430422
412431205
412419413
168888888
412477062
412452658
412451533
412449343
412432467
900023087
412426907
251112640
412451128
412451115
412450038
412478101
901000177
900405368
412451774
800012254
412452831
100870047
412323597
2222
412438575
412438739
999891767
800030891
412420691
273819000
235097972
412364972
412000685
412001109
250397000
250001491
412441766
725001900
540004000
540003400
701000916
245308000
366480000
219799000
259352000
224005790
219443000
366978110
367563000
412460015
157
231167000
412706485
412326611
316303000
224046230
224127170
251439000
412000620
247220190
247148620
251745000
247121250
237688000
239295000
412201795
431380000
251458000
251062110
725000800
239315000
251190340
237961000
251842670
251841240
416875000
440517000
431723000
207822670
207822580
331224000
367530120
548055100
440595000
440239000
224067170
258052000
259180000
227877000
227905000
228813000
224021820
412462115
412461822
227144500
227372000
441062000
725004140
440780000
224134120
235000480
204862000
227822000
227729980
228324000
263516000
246485000
261002420
367024080
219004275
273290500
257739500
231181000
251463000
273533300
412430930
770576063
770576102
431828000
224041000
263533000
701000313
250428000
227137600
740377000
416706000
725000192
725000312
515377000
251386110
259203000
412441657
224506000
412413907
900306145
303684000
276643000
440130580
412327413
412322392
412326753
247148210
226246000
412349416
412321467
412325533
412899229
412327651
247147010
412324649
412326384
412324854
412325693
412320915
412328605
412327972
190701095
412327949
412205125
412205519
412321001
441007000
412698940
367331060
273212500
224113690
412464276
412464315
412464341
273892700
412477372
110700977
900000407
412461546
412460741
412470012
100705211
412470546
412470525
227554000
412450888
412457636
273425330
488888888
273840800
440604000
257071440
316004981
211519000
900306260
901402208
235077317
725007700
412205432
412211636
412286031
271072496
413703181
412205618
413700538
224099440
412286054
271072219
271072229
257225020
247121440
247082290
247082560
257128000
228171600
412444525
812041639
412444986
205240000
416215800
250001093
244815000
235899912
413085566
150202305
488855555
273898800
412434414
412695690
211314600
235021774
266254000
503163900
900330420
265606310
257815000
257080640
440121320
369970518
367028360
440403010
247150290
251313240
412204112
251838640
251333840
366983180
251479540
412214384
251109340
251841570
224407000
247092950
247092790
316001451
247083150
224050140
224271000
257015640
224080680
247083320
316004202
247050480
257180800
258224000
257409500
412462171
412469402
412469352
412450355
412459562
800033437
800022060
416035774
231036000
412433101
412437717
412437346
900404151
412411151
926211116
412324016
271072023
271072306
257497500
263503000
257114140
257213920
800020017
412477615
412461526
412470537
415000593
900017281
412451295
416004102
227319060
205241000
412441204
412441974
412442344
412449682
412426036
900364209
247300250
440125520
247141380
800031084
110702546
247143540
251422540
440768000
416001436
244407000
224004870
910040425
412412977
412448923
412431258
412433652
412450066
412450071
412433332
412419436
412417373
412477777
367529920
412436285
412437574
900119682
412435525
412417666
412435086
412413124
412435092
412435118
412401010
412438838
900310211
412413368
900404856
413398738
412370963
926211119
412328133
257260020
412326604
820040815
905115075
412054398
412478057
412470145
412460206
412470417
412460539
412460646
412451929
800000120
412451239
412443213
412413378
800017794
412205525
412211682
412300268
412211623
800807586
271072418
412449056
412431281
412415298
412435635
412413177
412449025
900253307
271072387
271062122
258590000
257577500
257150240
412464708
412444536
367037040
224396000
257507500
250002562
244790677
413242285
415251212
265699610
415001121
224012480
247140920
224011270
224155590
224084620
412283777
251577240
224324620
224095430
247049210
246183000
228226000
412476583
412477629
412442190
900268288
412411696
412438762
900219122
901298715
926211285
251839470
251470340
251304110
257058040
997752878
227308650
227317470
998500268
800011347
251189540
367097050
257005700
412421574
900304102
224226830
247146220
412804228
224104420
224134940
247072740
251218240
412327989
412323536
412324044
412324094
412320824
412325683
412325772
412211135
412206912
412300353
412820259
221112441
250118400
271062106
910040697
201211288
413001062
412433505
900248863
412424464
219218000
412286039
225023220
257166920
257133140
412479523
412444677
226240000
235672000
277191000
251138640
247100290
412001707
412413274
412349378
412322157
412328027
412323562
900900352
412205867
800011217
412005111
412345666
412200707
900019906
412450803
412123447
412431015
412413208
412428041
900014847
412448392
412415358
900000518
900088588
412437655
416001447
503689400
412201762
251845540
412212988
257392600
247080290
316019367
412349329
412211145
416458546
900002608
367561070
888835366
259165000
325249000
412449147
412438013
412324256
412431425
412431426
412432381
412432675
902901158
412464345
412469872
412452709
412008129
412480372
367536560
412450828
412205155
273848400
412112135
412414649
412123431
412123419
412422632
412425197
219831000
251798440
251460110
224193790
412005040
367301390
228338900
227303130
412441307
235061167
800030867
430003698
900224313
412416182
412436812
412426891
412416067
224074660
900411552
440149130
271072053
412213974
900025666
412323204
412323193
412412026
901405002
440308000
412323123
412462301
412444512
412441109
900910058
412327077
412323787
412325812
820040917
412015028
412010488
412881188
316001870
412326486
412469995
412370278
412301507
412349421
412324984
412320546
412410628
800015061
251304640
412414466
412415541
412421741
800003772
412475442
412470391
412460151
900000666
412326392
525016690
412007701
412328119
412205061
412321481
412325583
412323751
100700806
412326119
235740000
9021281
412001191
800000115
412442039
416489550
412441461
412431512
900017492
412435431
